Mturk_id,base_rate,phase,trial,email_type,email_id,user_action1,user_action2,user_action3,time,score,cum_score
A100Y89FZO4J0B,75_OutFeed,1,1,ham,209,0,70,4,6/3/2019 13:03,1,1
A100Y89FZO4J0B,75_OutFeed,1,2,ham,210,0,77,4,6/3/2019 13:04,1,2
A100Y89FZO4J0B,75_OutFeed,1,3,ham,192,0,55,4,6/3/2019 13:04,1,3
A100Y89FZO4J0B,75_OutFeed,1,4,ham,232,0,90,2,6/3/2019 13:05,1,4
A100Y89FZO4J0B,75_OutFeed,1,5,phishing,181,1,85,3,6/3/2019 13:06,1,5
A100Y89FZO4J0B,75_OutFeed,1,6,ham,205,1,84,3,6/3/2019 13:09,0,5
A100Y89FZO4J0B,75_OutFeed,1,7,ham,206,0,71,3,6/3/2019 13:11,1,6
A100Y89FZO4J0B,75_OutFeed,1,8,ham,193,0,79,2,6/3/2019 13:11,1,7
A100Y89FZO4J0B,75_OutFeed,1,9,phishing,182,1,98,5,6/3/2019 13:12,1,8
A100Y89FZO4J0B,75_OutFeed,1,10,ham,201,0,78,4,6/3/2019 13:12,1,9
A100Y89FZO4J0B,75_OutFeed,2,1,phishing,159,0,60,3,6/3/2019 13:14,0,9
A100Y89FZO4J0B,75_OutFeed,2,2,ham,194,1,80,5,6/3/2019 13:16,0,9
A100Y89FZO4J0B,75_OutFeed,2,3,phishing,64,1,67,6,6/3/2019 13:16,1,10
A100Y89FZO4J0B,75_OutFeed,2,4,ham,213,0,78,4,6/3/2019 13:17,1,11
A100Y89FZO4J0B,75_OutFeed,2,5,ham,231,0,81,4,6/3/2019 13:18,1,12
A100Y89FZO4J0B,75_OutFeed,2,6,phishing,34,1,62,4,6/3/2019 13:19,1,13
A100Y89FZO4J0B,75_OutFeed,2,7,phishing,107,1,79,5,6/3/2019 13:20,1,14
A100Y89FZO4J0B,75_OutFeed,2,8,phishing,124,1,82,6,6/3/2019 13:21,1,15
A100Y89FZO4J0B,75_OutFeed,2,9,ham,216,0,75,4,6/3/2019 13:25,1,16
A100Y89FZO4J0B,75_OutFeed,2,10,phishing,144,1,88,6,6/3/2019 13:25,1,17
A100Y89FZO4J0B,75_OutFeed,2,11,phishing,150,0,61,3,6/3/2019 13:26,0,17
A100Y89FZO4J0B,75_OutFeed,2,12,phishing,95,1,86,6,6/3/2019 13:26,1,18
A100Y89FZO4J0B,75_OutFeed,2,13,phishing,105,1,88,6,6/3/2019 13:27,1,19
A100Y89FZO4J0B,75_OutFeed,2,14,phishing,91,1,91,6,6/3/2019 13:27,1,20
A100Y89FZO4J0B,75_OutFeed,2,15,phishing,19,1,91,6,6/3/2019 13:27,1,21
A100Y89FZO4J0B,75_OutFeed,2,16,phishing,73,1,61,3,6/3/2019 13:29,1,22
A100Y89FZO4J0B,75_OutFeed,2,17,phishing,147,0,63,4,6/3/2019 13:29,0,22
A100Y89FZO4J0B,75_OutFeed,2,18,ham,224,1,78,4,6/3/2019 13:31,0,22
A100Y89FZO4J0B,75_OutFeed,2,19,ham,195,1,64,5,6/3/2019 13:31,0,22
A100Y89FZO4J0B,75_OutFeed,2,20,phishing,93,1,65,5,6/3/2019 13:32,1,23
A100Y89FZO4J0B,75_OutFeed,2,21,phishing,68,1,72,6,6/3/2019 13:32,1,24
A100Y89FZO4J0B,75_OutFeed,2,22,phishing,175,1,95,6,6/3/2019 13:33,1,25
A100Y89FZO4J0B,75_OutFeed,2,23,ham,230,1,70,5,6/3/2019 13:33,0,25
A100Y89FZO4J0B,75_OutFeed,2,24,phishing,129,0,67,4,6/3/2019 13:34,0,25
A100Y89FZO4J0B,75_OutFeed,2,25,phishing,49,1,67,5,6/3/2019 13:34,1,26
A100Y89FZO4J0B,75_OutFeed,2,26,phishing,155,1,91,6,6/3/2019 13:34,1,27
A100Y89FZO4J0B,75_OutFeed,2,27,phishing,12,1,64,6,6/3/2019 13:35,1,28
A100Y89FZO4J0B,75_OutFeed,2,28,ham,198,0,67,3,6/3/2019 13:35,1,29
A100Y89FZO4J0B,75_OutFeed,2,29,phishing,168,1,74,6,6/3/2019 13:36,1,30
A100Y89FZO4J0B,75_OutFeed,2,30,phishing,111,1,77,6,6/3/2019 13:36,1,31
A100Y89FZO4J0B,75_OutFeed,2,31,phishing,54,1,88,6,6/3/2019 13:37,1,32
A100Y89FZO4J0B,75_OutFeed,2,32,phishing,106,1,87,6,6/3/2019 13:37,1,33
A100Y89FZO4J0B,75_OutFeed,2,33,phishing,151,1,71,3,6/3/2019 13:37,1,34
A100Y89FZO4J0B,75_OutFeed,2,34,phishing,72,1,86,6,6/3/2019 13:38,1,35
A100Y89FZO4J0B,75_OutFeed,2,35,phishing,101,0,58,3,6/3/2019 13:38,0,35
A100Y89FZO4J0B,75_OutFeed,2,36,phishing,94,1,56,4,6/3/2019 13:39,1,36
A100Y89FZO4J0B,75_OutFeed,2,37,ham,208,0,58,3,6/3/2019 13:39,1,37
A100Y89FZO4J0B,75_OutFeed,2,38,phishing,74,1,75,6,6/3/2019 13:40,1,38
A100Y89FZO4J0B,75_OutFeed,2,39,ham,236,0,58,4,6/3/2019 13:41,1,39
A100Y89FZO4J0B,75_OutFeed,2,40,phishing,164,1,91,6,6/3/2019 13:42,1,40
A100Y89FZO4J0B,75_OutFeed,2,ch18,check,241,1,100,5,6/3/2019 13:30,0,22
A100Y89FZO4J0B,75_OutFeed,2,ch9,check,240,1,100,6,6/3/2019 13:23,1,15
A100Y89FZO4J0B,75_OutFeed,3,1,ham,196,1,57,4,6/3/2019 13:43,0,40
A100Y89FZO4J0B,75_OutFeed,3,2,ham,222,1,74,6,6/3/2019 13:43,0,40
A100Y89FZO4J0B,75_OutFeed,3,3,ham,203,0,58,4,6/3/2019 13:44,1,41
A100Y89FZO4J0B,75_OutFeed,3,4,ham,225,0,60,5,6/3/2019 13:44,1,42
A100Y89FZO4J0B,75_OutFeed,3,5,phishing,177,1,75,6,6/3/2019 13:44,1,43
A100Y89FZO4J0B,75_OutFeed,3,6,ham,237,0,63,3,6/3/2019 13:45,1,44
A100Y89FZO4J0B,75_OutFeed,3,7,ham,202,0,58,3,6/3/2019 13:45,1,45
A100Y89FZO4J0B,75_OutFeed,3,8,ham,218,1,58,6,6/3/2019 13:46,0,45
A100Y89FZO4J0B,75_OutFeed,3,9,phishing,179,1,92,6,6/3/2019 13:46,1,46
A100Y89FZO4J0B,75_OutFeed,3,10,ham,214,0,56,4,6/3/2019 13:47,1,47
A10LLZZHZVGWRW,50_OutFeed,1,1,ham,237,0,98,4,6/3/2019 12:51,1,1
A10LLZZHZVGWRW,50_OutFeed,1,2,ham,192,0,97,4,6/3/2019 12:51,1,2
A10LLZZHZVGWRW,50_OutFeed,1,3,ham,195,0,87,4,6/3/2019 12:52,1,3
A10LLZZHZVGWRW,50_OutFeed,1,4,phishing,185,1,94,5,6/3/2019 12:52,1,4
A10LLZZHZVGWRW,50_OutFeed,1,5,ham,231,0,75,5,6/3/2019 12:53,1,5
A10LLZZHZVGWRW,50_OutFeed,1,6,phishing,181,1,93,5,6/3/2019 12:53,1,6
A10LLZZHZVGWRW,50_OutFeed,1,7,ham,193,0,100,5,6/3/2019 12:54,1,7
A10LLZZHZVGWRW,50_OutFeed,1,8,ham,210,0,87,5,6/3/2019 12:54,1,8
A10LLZZHZVGWRW,50_OutFeed,1,9,ham,218,0,85,4,6/3/2019 12:54,1,9
A10LLZZHZVGWRW,50_OutFeed,1,10,ham,223,0,75,4,6/3/2019 12:54,1,10
A10LLZZHZVGWRW,50_OutFeed,2,1,ham,233,0,94,5,6/3/2019 12:54,1,11
A10LLZZHZVGWRW,50_OutFeed,2,2,phishing,164,1,100,6,6/3/2019 12:55,1,12
A10LLZZHZVGWRW,50_OutFeed,2,3,ham,189,0,99,5,6/3/2019 12:55,1,13
A10LLZZHZVGWRW,50_OutFeed,2,4,phishing,11,1,80,4,6/3/2019 12:56,1,14
A10LLZZHZVGWRW,50_OutFeed,2,5,phishing,77,1,100,6,6/3/2019 12:56,1,15
A10LLZZHZVGWRW,50_OutFeed,2,6,ham,224,0,90,4,6/3/2019 12:57,1,16
A10LLZZHZVGWRW,50_OutFeed,2,7,phishing,63,1,95,6,6/3/2019 12:57,1,17
A10LLZZHZVGWRW,50_OutFeed,2,8,ham,234,0,80,4,6/3/2019 12:57,1,18
A10LLZZHZVGWRW,50_OutFeed,2,9,phishing,133,1,100,6,6/3/2019 12:58,1,19
A10LLZZHZVGWRW,50_OutFeed,2,10,ham,238,0,85,4,6/3/2019 12:58,1,20
A10LLZZHZVGWRW,50_OutFeed,2,11,phishing,173,1,100,6,6/3/2019 12:58,1,21
A10LLZZHZVGWRW,50_OutFeed,2,12,phishing,92,1,100,4,6/3/2019 12:58,1,22
A10LLZZHZVGWRW,50_OutFeed,2,13,phishing,45,0,85,4,6/3/2019 12:58,0,22
A10LLZZHZVGWRW,50_OutFeed,2,14,phishing,68,1,77,4,6/3/2019 12:59,1,23
A10LLZZHZVGWRW,50_OutFeed,2,15,phishing,112,1,100,4,6/3/2019 12:59,1,24
A10LLZZHZVGWRW,50_OutFeed,2,16,ham,196,0,78,4,6/3/2019 12:59,1,25
A10LLZZHZVGWRW,50_OutFeed,2,17,ham,239,0,77,4,6/3/2019 12:59,1,26
A10LLZZHZVGWRW,50_OutFeed,2,18,phishing,163,1,100,6,6/3/2019 12:59,1,27
A10LLZZHZVGWRW,50_OutFeed,2,19,ham,214,0,85,4,6/3/2019 13:00,1,28
A10LLZZHZVGWRW,50_OutFeed,2,20,phishing,134,0,74,4,6/3/2019 13:00,0,28
A10LLZZHZVGWRW,50_OutFeed,2,21,ham,236,0,72,4,6/3/2019 13:01,1,29
A10LLZZHZVGWRW,50_OutFeed,2,22,phishing,157,1,70,4,6/3/2019 13:01,1,30
A10LLZZHZVGWRW,50_OutFeed,2,23,phishing,169,1,100,5,6/3/2019 13:01,1,31
A10LLZZHZVGWRW,50_OutFeed,2,24,ham,194,1,88,4,6/3/2019 13:03,0,31
A10LLZZHZVGWRW,50_OutFeed,2,25,ham,188,1,89,4,6/3/2019 13:04,0,31
A10LLZZHZVGWRW,50_OutFeed,2,26,ham,197,0,87,4,6/3/2019 13:04,1,32
A10LLZZHZVGWRW,50_OutFeed,2,27,phishing,128,1,100,6,6/3/2019 13:04,1,33
A10LLZZHZVGWRW,50_OutFeed,2,28,ham,198,0,90,5,6/3/2019 13:04,1,34
A10LLZZHZVGWRW,50_OutFeed,2,29,ham,225,0,71,4,6/3/2019 13:05,1,35
A10LLZZHZVGWRW,50_OutFeed,2,30,ham,229,1,100,4,6/3/2019 13:05,0,35
A10LLZZHZVGWRW,50_OutFeed,2,31,ham,232,0,82,4,6/3/2019 13:05,1,36
A10LLZZHZVGWRW,50_OutFeed,2,32,phishing,86,1,100,3,6/3/2019 13:06,1,37
A10LLZZHZVGWRW,50_OutFeed,2,33,phishing,49,1,100,4,6/3/2019 13:06,1,38
A10LLZZHZVGWRW,50_OutFeed,2,34,phishing,52,0,82,3,6/3/2019 13:06,0,38
A10LLZZHZVGWRW,50_OutFeed,2,35,ham,208,0,79,4,6/3/2019 13:07,1,39
A10LLZZHZVGWRW,50_OutFeed,2,36,ham,235,0,78,3,6/3/2019 13:07,1,40
A10LLZZHZVGWRW,50_OutFeed,2,37,phishing,30,1,100,5,6/3/2019 13:07,1,41
A10LLZZHZVGWRW,50_OutFeed,2,38,ham,237,0,70,4,6/3/2019 13:07,1,42
A10LLZZHZVGWRW,50_OutFeed,2,39,phishing,114,0,62,4,6/3/2019 13:08,0,42
A10LLZZHZVGWRW,50_OutFeed,2,40,ham,230,0,75,4,6/3/2019 13:08,1,43
A10LLZZHZVGWRW,50_OutFeed,2,ch21,check,241,1,100,5,6/3/2019 13:00,0,28
A10LLZZHZVGWRW,50_OutFeed,2,ch6,check,240,1,100,6,6/3/2019 12:57,1,15
A10LLZZHZVGWRW,50_OutFeed,3,1,ham,219,0,77,4,6/3/2019 13:08,1,44
A10LLZZHZVGWRW,50_OutFeed,3,2,phishing,177,1,100,3,6/3/2019 13:08,1,45
A10LLZZHZVGWRW,50_OutFeed,3,3,ham,226,1,84,4,6/3/2019 13:09,0,45
A10LLZZHZVGWRW,50_OutFeed,3,4,ham,227,1,64,4,6/3/2019 13:09,0,45
A10LLZZHZVGWRW,50_OutFeed,3,5,ham,215,0,77,4,6/3/2019 13:11,1,46
A10LLZZHZVGWRW,50_OutFeed,3,6,ham,213,0,79,3,6/3/2019 13:11,1,47
A10LLZZHZVGWRW,50_OutFeed,3,7,ham,191,0,92,3,6/3/2019 13:11,1,48
A10LLZZHZVGWRW,50_OutFeed,3,8,ham,211,0,76,3,6/3/2019 13:12,1,49
A10LLZZHZVGWRW,50_OutFeed,3,9,ham,209,0,78,3,6/3/2019 13:12,1,50
A10LLZZHZVGWRW,50_OutFeed,3,10,phishing,179,1,100,5,6/3/2019 13:12,1,51
A10O5YR01H865K,25_OutFeed,1,1,ham,208,0,92,4,6/3/2019 13:56,1,1
A10O5YR01H865K,25_OutFeed,1,2,phishing,182,1,83,5,6/3/2019 13:56,1,2
A10O5YR01H865K,25_OutFeed,1,3,ham,198,0,97,2,6/3/2019 13:57,1,3
A10O5YR01H865K,25_OutFeed,1,4,ham,223,1,85,3,6/3/2019 13:58,0,3
A10O5YR01H865K,25_OutFeed,1,5,ham,204,0,94,2,6/3/2019 13:58,1,4
A10O5YR01H865K,25_OutFeed,1,6,ham,222,1,78,3,6/3/2019 13:59,0,4
A10O5YR01H865K,25_OutFeed,1,7,ham,215,0,100,2,6/3/2019 14:01,1,5
A10O5YR01H865K,25_OutFeed,1,8,phishing,178,0,91,4,6/3/2019 14:02,0,5
A10O5YR01H865K,25_OutFeed,1,9,ham,230,0,97,4,6/3/2019 14:02,1,6
A10O5YR01H865K,25_OutFeed,1,10,ham,195,1,84,5,6/3/2019 14:03,0,6
A10O5YR01H865K,25_OutFeed,2,1,phishing,39,0,90,2,6/3/2019 14:04,0,6
A10O5YR01H865K,25_OutFeed,2,2,phishing,24,1,88,5,6/3/2019 14:04,1,7
A10O5YR01H865K,25_OutFeed,2,3,phishing,141,0,96,3,6/3/2019 14:04,0,7
A10O5YR01H865K,25_OutFeed,2,4,phishing,47,1,91,5,6/3/2019 14:05,1,8
A10O5YR01H865K,25_OutFeed,2,5,ham,209,1,83,5,6/3/2019 14:05,0,8
A10O5YR01H865K,25_OutFeed,2,6,ham,210,0,91,4,6/3/2019 14:06,1,9
A10O5YR01H865K,25_OutFeed,2,7,ham,188,1,89,3,6/3/2019 14:06,0,9
A10O5YR01H865K,25_OutFeed,2,8,ham,202,0,85,4,6/3/2019 14:07,1,10
A10O5YR01H865K,25_OutFeed,2,9,ham,235,0,91,3,6/3/2019 14:07,1,11
A10O5YR01H865K,25_OutFeed,2,10,ham,213,0,91,3,6/3/2019 14:07,1,12
A10O5YR01H865K,25_OutFeed,2,11,ham,237,0,90,3,6/3/2019 14:07,1,13
A10O5YR01H865K,25_OutFeed,2,12,phishing,136,1,79,3,6/3/2019 14:08,1,14
A10O5YR01H865K,25_OutFeed,2,13,ham,220,0,97,2,6/3/2019 14:08,1,15
A10O5YR01H865K,25_OutFeed,2,14,phishing,38,1,89,4,6/3/2019 14:09,1,16
A10O5YR01H865K,25_OutFeed,2,15,phishing,159,1,92,4,6/3/2019 14:10,1,17
A10O5YR01H865K,25_OutFeed,2,16,ham,227,1,86,4,6/3/2019 14:11,0,17
A10O5YR01H865K,25_OutFeed,2,17,ham,216,0,93,2,6/3/2019 14:11,1,18
A10O5YR01H865K,25_OutFeed,2,18,ham,217,0,100,3,6/3/2019 14:11,1,19
A10O5YR01H865K,25_OutFeed,2,19,ham,189,0,86,3,6/3/2019 14:12,1,20
A10O5YR01H865K,25_OutFeed,2,20,ham,203,1,77,3,6/3/2019 14:13,0,20
A10O5YR01H865K,25_OutFeed,2,21,ham,193,0,91,2,6/3/2019 14:14,1,21
A10O5YR01H865K,25_OutFeed,2,22,ham,224,0,100,2,6/3/2019 14:14,1,22
A10O5YR01H865K,25_OutFeed,2,23,phishing,54,0,98,3,6/3/2019 14:14,0,22
A10O5YR01H865K,25_OutFeed,2,24,ham,205,1,95,3,6/3/2019 14:14,0,22
A10O5YR01H865K,25_OutFeed,2,25,ham,211,0,88,4,6/3/2019 14:15,1,23
A10O5YR01H865K,25_OutFeed,2,26,ham,228,1,80,4,6/3/2019 14:15,0,23
A10O5YR01H865K,25_OutFeed,2,27,ham,190,0,85,3,6/3/2019 14:16,1,24
A10O5YR01H865K,25_OutFeed,2,28,ham,214,0,92,2,6/3/2019 14:16,1,25
A10O5YR01H865K,25_OutFeed,2,29,ham,236,0,88,4,6/3/2019 14:17,1,26
A10O5YR01H865K,25_OutFeed,2,30,ham,191,0,90,2,6/3/2019 14:17,1,27
A10O5YR01H865K,25_OutFeed,2,31,ham,196,0,79,3,6/3/2019 14:18,1,28
A10O5YR01H865K,25_OutFeed,2,32,ham,238,1,85,3,6/3/2019 14:18,0,28
A10O5YR01H865K,25_OutFeed,2,33,ham,219,0,88,3,6/3/2019 14:18,1,29
A10O5YR01H865K,25_OutFeed,2,34,ham,192,0,92,5,6/3/2019 14:18,1,30
A10O5YR01H865K,25_OutFeed,2,35,ham,218,1,83,4,6/3/2019 14:19,0,30
A10O5YR01H865K,25_OutFeed,2,36,ham,197,0,92,3,6/3/2019 14:19,1,31
A10O5YR01H865K,25_OutFeed,2,37,phishing,139,0,84,4,6/3/2019 14:19,0,31
A10O5YR01H865K,25_OutFeed,2,38,phishing,74,0,85,3,6/3/2019 14:20,0,31
A10O5YR01H865K,25_OutFeed,2,39,ham,194,0,84,4,6/3/2019 14:20,1,32
A10O5YR01H865K,25_OutFeed,2,40,ham,206,1,89,5,6/3/2019 14:21,0,32
A10O5YR01H865K,25_OutFeed,2,ch16,check,241,1,100,5,6/3/2019 14:10,1,17
A10O5YR01H865K,25_OutFeed,2,ch6,check,240,1,100,6,6/3/2019 14:06,0,8
A10O5YR01H865K,25_OutFeed,3,1,ham,199,1,78,4,6/3/2019 14:21,0,32
A10O5YR01H865K,25_OutFeed,3,2,ham,225,0,90,2,6/3/2019 14:21,1,33
A10O5YR01H865K,25_OutFeed,3,3,ham,207,0,86,4,6/3/2019 14:23,1,34
A10O5YR01H865K,25_OutFeed,3,4,ham,226,1,79,4,6/3/2019 14:23,0,34
A10O5YR01H865K,25_OutFeed,3,5,phishing,185,1,58,4,6/3/2019 14:23,1,35
A10O5YR01H865K,25_OutFeed,3,6,ham,221,1,85,5,6/3/2019 14:24,0,35
A10O5YR01H865K,25_OutFeed,3,7,ham,200,0,84,4,6/3/2019 14:24,1,36
A10O5YR01H865K,25_OutFeed,3,8,ham,201,0,87,2,6/3/2019 14:25,1,37
A10O5YR01H865K,25_OutFeed,3,9,ham,208,0,75,3,6/3/2019 14:26,1,38
A10O5YR01H865K,25_OutFeed,3,10,phishing,184,1,88,3,6/3/2019 14:26,1,39
A10YS8AVLQWUZZ,75_OutFeed,1,1,ham,202,0,99,4,6/3/2019 12:37,1,1
A10YS8AVLQWUZZ,75_OutFeed,1,2,phishing,178,0,75,4,6/3/2019 12:39,0,1
A10YS8AVLQWUZZ,75_OutFeed,1,3,ham,211,0,95,2,6/3/2019 12:40,1,2
A10YS8AVLQWUZZ,75_OutFeed,1,4,ham,203,0,70,2,6/3/2019 12:42,1,3
A10YS8AVLQWUZZ,75_OutFeed,1,5,ham,210,1,98,5,6/3/2019 12:43,0,3
A10YS8AVLQWUZZ,75_OutFeed,1,6,ham,201,1,75,5,6/3/2019 12:44,0,3
A10YS8AVLQWUZZ,75_OutFeed,1,7,ham,212,0,90,2,6/3/2019 12:45,1,4
A10YS8AVLQWUZZ,75_OutFeed,1,8,phishing,180,1,70,5,6/3/2019 12:46,1,5
A10YS8AVLQWUZZ,75_OutFeed,1,9,ham,191,0,90,2,6/3/2019 12:47,1,6
A10YS8AVLQWUZZ,75_OutFeed,1,10,ham,218,1,90,5,6/3/2019 12:47,0,6
A10YS8AVLQWUZZ,75_OutFeed,2,1,phishing,66,1,90,6,6/3/2019 12:48,1,7
A10YS8AVLQWUZZ,75_OutFeed,2,2,ham,194,1,85,5,6/3/2019 12:49,0,7
A10YS8AVLQWUZZ,75_OutFeed,2,3,phishing,111,1,99,6,6/3/2019 12:49,1,8
A10YS8AVLQWUZZ,75_OutFeed,2,4,phishing,59,1,100,6,6/3/2019 12:50,1,9
A10YS8AVLQWUZZ,75_OutFeed,2,5,ham,239,0,90,2,6/3/2019 12:51,1,10
A10YS8AVLQWUZZ,75_OutFeed,2,6,phishing,15,1,99,5,6/3/2019 12:51,1,11
A10YS8AVLQWUZZ,75_OutFeed,2,7,ham,208,0,90,2,6/3/2019 12:52,1,12
A10YS8AVLQWUZZ,75_OutFeed,2,8,phishing,93,1,100,5,6/3/2019 12:52,1,13
A10YS8AVLQWUZZ,75_OutFeed,2,9,phishing,153,1,99,5,6/3/2019 12:52,1,14
A10YS8AVLQWUZZ,75_OutFeed,2,10,ham,231,0,96,2,6/3/2019 12:54,1,15
A10YS8AVLQWUZZ,75_OutFeed,2,11,phishing,48,1,80,6,6/3/2019 12:54,1,16
A10YS8AVLQWUZZ,75_OutFeed,2,12,phishing,83,1,98,6,6/3/2019 12:55,1,17
A10YS8AVLQWUZZ,75_OutFeed,2,13,ham,199,0,97,2,6/3/2019 12:55,1,18
A10YS8AVLQWUZZ,75_OutFeed,2,14,ham,209,0,98,2,6/3/2019 12:55,1,19
A10YS8AVLQWUZZ,75_OutFeed,2,15,phishing,45,1,95,5,6/3/2019 12:56,1,20
A10YS8AVLQWUZZ,75_OutFeed,2,16,phishing,72,1,100,6,6/3/2019 12:57,1,21
A10YS8AVLQWUZZ,75_OutFeed,2,17,phishing,62,1,98,5,6/3/2019 12:57,1,22
A10YS8AVLQWUZZ,75_OutFeed,2,18,phishing,71,1,99,5,6/3/2019 12:58,1,23
A10YS8AVLQWUZZ,75_OutFeed,2,19,phishing,144,1,90,5,6/3/2019 12:58,1,24
A10YS8AVLQWUZZ,75_OutFeed,2,20,phishing,112,1,95,5,6/3/2019 12:58,1,25
A10YS8AVLQWUZZ,75_OutFeed,2,21,phishing,12,1,98,5,6/3/2019 12:59,1,26
A10YS8AVLQWUZZ,75_OutFeed,2,22,phishing,154,1,80,5,6/3/2019 12:59,1,27
A10YS8AVLQWUZZ,75_OutFeed,2,23,phishing,85,0,92,4,6/3/2019 13:00,0,27
A10YS8AVLQWUZZ,75_OutFeed,2,24,phishing,22,1,96,5,6/3/2019 13:00,1,28
A10YS8AVLQWUZZ,75_OutFeed,2,25,phishing,51,1,100,5,6/3/2019 13:01,1,29
A10YS8AVLQWUZZ,75_OutFeed,2,26,phishing,151,1,92,5,6/3/2019 13:01,1,30
A10YS8AVLQWUZZ,75_OutFeed,2,27,phishing,57,1,96,5,6/3/2019 13:01,1,31
A10YS8AVLQWUZZ,75_OutFeed,2,28,phishing,47,1,99,5,6/3/2019 13:02,1,32
A10YS8AVLQWUZZ,75_OutFeed,2,29,ham,213,0,98,5,6/3/2019 13:02,1,33
A10YS8AVLQWUZZ,75_OutFeed,2,30,phishing,176,1,91,5,6/3/2019 13:03,1,34
A10YS8AVLQWUZZ,75_OutFeed,2,31,phishing,152,1,98,5,6/3/2019 13:03,1,35
A10YS8AVLQWUZZ,75_OutFeed,2,32,ham,223,0,91,4,6/3/2019 13:04,1,36
A10YS8AVLQWUZZ,75_OutFeed,2,33,ham,233,0,98,4,6/3/2019 13:04,1,37
A10YS8AVLQWUZZ,75_OutFeed,2,34,phishing,159,1,96,5,6/3/2019 13:04,1,38
A10YS8AVLQWUZZ,75_OutFeed,2,35,phishing,84,1,100,5,6/3/2019 13:04,1,39
A10YS8AVLQWUZZ,75_OutFeed,2,36,phishing,25,1,96,5,6/3/2019 13:05,1,40
A10YS8AVLQWUZZ,75_OutFeed,2,37,phishing,13,1,99,5,6/3/2019 13:05,1,41
A10YS8AVLQWUZZ,75_OutFeed,2,38,phishing,147,0,87,4,6/3/2019 13:05,0,41
A10YS8AVLQWUZZ,75_OutFeed,2,39,ham,225,0,99,4,6/3/2019 13:06,1,42
A10YS8AVLQWUZZ,75_OutFeed,2,40,phishing,94,1,98,5,6/3/2019 13:06,1,43
A10YS8AVLQWUZZ,75_OutFeed,2,ch10,check,240,1,100,6,6/3/2019 12:53,1,14
A10YS8AVLQWUZZ,75_OutFeed,2,ch29,check,241,1,100,5,6/3/2019 13:02,1,32
A10YS8AVLQWUZZ,75_OutFeed,3,1,ham,188,1,96,5,6/3/2019 13:07,0,43
A10YS8AVLQWUZZ,75_OutFeed,3,2,ham,221,1,91,5,6/3/2019 13:07,0,43
A10YS8AVLQWUZZ,75_OutFeed,3,3,ham,215,0,92,4,6/3/2019 13:07,1,44
A10YS8AVLQWUZZ,75_OutFeed,3,4,ham,229,1,97,5,6/3/2019 13:08,0,44
A10YS8AVLQWUZZ,75_OutFeed,3,5,phishing,185,1,97,5,6/3/2019 13:08,1,45
A10YS8AVLQWUZZ,75_OutFeed,3,6,ham,190,0,93,4,6/3/2019 13:08,1,46
A10YS8AVLQWUZZ,75_OutFeed,3,7,ham,237,0,94,5,6/3/2019 13:08,1,47
A10YS8AVLQWUZZ,75_OutFeed,3,8,phishing,184,0,89,4,6/3/2019 13:09,0,47
A10YS8AVLQWUZZ,75_OutFeed,3,9,ham,219,0,98,4,6/3/2019 13:09,1,48
A10YS8AVLQWUZZ,75_OutFeed,3,10,ham,238,0,95,4,6/3/2019 13:09,1,49
A1160COTUR26JZ,25_OutFeed,1,1,ham,229,0,100,2,6/3/2019 12:51,1,1
A1160COTUR26JZ,25_OutFeed,1,2,phishing,185,1,100,5,6/3/2019 12:51,1,2
A1160COTUR26JZ,25_OutFeed,1,3,ham,216,0,100,2,6/3/2019 12:52,1,3
A1160COTUR26JZ,25_OutFeed,1,4,ham,231,1,100,5,6/3/2019 12:52,0,3
A1160COTUR26JZ,25_OutFeed,1,5,ham,224,1,80,4,6/3/2019 12:53,0,3
A1160COTUR26JZ,25_OutFeed,1,6,ham,235,0,90,2,6/3/2019 12:53,1,4
A1160COTUR26JZ,25_OutFeed,1,7,ham,197,1,100,5,6/3/2019 12:54,0,4
A1160COTUR26JZ,25_OutFeed,1,8,ham,193,0,95,2,6/3/2019 12:54,1,5
A1160COTUR26JZ,25_OutFeed,1,9,phishing,183,1,100,5,6/3/2019 12:54,1,6
A1160COTUR26JZ,25_OutFeed,1,10,ham,206,0,90,4,6/3/2019 12:55,1,7
A1160COTUR26JZ,25_OutFeed,2,1,phishing,107,1,100,5,6/3/2019 12:55,1,8
A1160COTUR26JZ,25_OutFeed,2,2,ham,227,0,75,4,6/3/2019 12:56,1,9
A1160COTUR26JZ,25_OutFeed,2,3,ham,202,0,100,2,6/3/2019 12:56,1,10
A1160COTUR26JZ,25_OutFeed,2,4,phishing,28,1,100,5,6/3/2019 12:57,1,11
A1160COTUR26JZ,25_OutFeed,2,5,ham,198,0,100,2,6/3/2019 12:57,1,12
A1160COTUR26JZ,25_OutFeed,2,6,ham,199,0,100,2,6/3/2019 12:58,1,13
A1160COTUR26JZ,25_OutFeed,2,7,ham,201,1,100,5,6/3/2019 12:58,0,13
A1160COTUR26JZ,25_OutFeed,2,8,ham,232,0,100,2,6/3/2019 12:59,1,14
A1160COTUR26JZ,25_OutFeed,2,9,phishing,170,1,100,5,6/3/2019 12:59,1,15
A1160COTUR26JZ,25_OutFeed,2,10,phishing,25,0,100,2,6/3/2019 12:59,0,15
A1160COTUR26JZ,25_OutFeed,2,11,ham,194,1,100,5,6/3/2019 13:01,0,15
A1160COTUR26JZ,25_OutFeed,2,12,ham,187,0,100,2,6/3/2019 13:02,1,16
