sweep,repeat_index,model_id,task_id,signature,testable,untestable_reason,score,passed,p_value,effect_size,direction_correct
random_floor_v12_20260726_201120,3,random,serial_recall_v2,similarity_rt_effect,True,,0.0,False,0.5620573048073091,0.04247497747309828,False
random_floor_v12_20260726_201120,3,random,serial_recall_v2,primacy_effect,True,,0.0,False,1.0,0.0,False
random_floor_v12_20260726_201120,3,random,marbles_risk,ev_sensitivity,True,,0.0,False,0.6860985198141294,-0.06176205936829397,False
random_floor_v12_20260726_201120,3,random,marbles_risk,above_chance_ev_optimal,True,,0.5,False,0.3494417138100029,0.033333333333333326,True
random_floor_v12_20260726_201120,3,random,marbles_risk,magnitude_effect_high_payoff,True,,0.0,False,0.6931550261310807,-0.06430366910712985,False
random_floor_v12_20260726_201120,3,random,marbles_risk,ev_difference_rt_effect,True,,0.0,False,0.9148608175730465,0.17353023645665205,False
random_floor_v12_20260726_201120,3,random,tiny_alchemy,above_chance_discovery,True,,0.0,False,0.9999997173389148,-0.275,False
random_floor_v12_20260726_201120,3,random,tiny_alchemy,non_redundant_attempts,True,,0.0,False,0.9999999953928846,-0.275,False
random_floor_v12_20260726_201120,3,random,moral_machine,utilitarian_preference,True,,0.0,False,0.828125,-0.09999999999999998,False
random_floor_v12_20260726_201120,3,random,moral_machine,age_preference_save_young,True,,0.0,False,0.9892578125,-0.3,False
random_floor_v12_20260726_201120,3,random,moral_machine,species_preference_save_human,True,,0.5,False,0.376953125,0.09999999999999998,True
random_floor_v12_20260726_201120,3,random,moral_machine,legality_preference_save_lawful,True,,0.5,False,0.34375,0.16666666666666663,True
random_floor_v12_20260726_201120,3,random,random_dot_motion_v2,coherence_accuracy_psychometric,True,,0.0,False,0.6035665806008506,-0.02658861290076249,False
random_floor_v12_20260726_201120,3,random,random_dot_motion_v2,coherence_rt_chronometric,True,,0.5,False,0.4047479432305433,-0.03294960798990288,True
random_floor_v12_20260726_201120,3,random,random_dot_motion_v2,above_chance_low_coherence,True,,0.0,False,0.5626853438097896,0.0,False
random_floor_v12_20260726_201120,3,random,random_dot_motion_v2,above_chance_overall,True,,0.5,False,0.13562651203691753,0.06000000000000005,True
random_floor_v12_20260726_201120,3,random,phishing_detection_v2,above_chance_discrimination,True,,0.0,False,0.9820089955022488,-0.26666666666666666,False
